week,avg(change)
1982-33,-0.010351599999999994
1987-7,-3.907999999999967E-4
1994-42,0.004687399999999986
1998-36,0.010937400000000074
2001-38,0.1299999999999999
2004-35,-0.0072500000000001565
2006-51,-0.0125
2006-6,0.32550000000000023
2019-1,-6.6919998
2019-35,-0.4619995999999986
