week,avg(change)
1983-18,0.0
1984-20,0.011718800000000001
1986-36,0.0
1989-11,7.814000000000209E-4
1994-44,0.003906199999999993
2001-32,0.02975000000000012
2002-22,0.009062500000000195
2007-46,-0.024500000000000098
2009-38,0.030500000000000325
2010-22,0.11749975000000124
2012-43,0.04099999999999895
