week,avg(change)
1983-23,-3.905999999999965E-4
1988-34,2.0000000000575113E-7
1989-45,-0.0015625999999999917
1992-1,-0.3593749999999999
1993-9,-0.00625
1999-33,-0.010937400000000074
1999-52,-0.0031248000000001497
