week,avg(change)
1983-14,0.0
1983-6,-0.017578
1987-52,0.0
1992-14,-7.812000000000374E-4
1993-31,-0.005468800000000007
1996-21,-0.00625
1998-6,0.017187599999999924
1999-31,0.0015625999999999251
2002-15,0.02124999999999986
2002-16,0.01449999999999978
2005-20,0.29625000000000057
2006-48,0.0129999999999999
2018-21,-0.17800119999999992
