week,avg(change)
1981-17,7.812000000000041E-4
1992-10,-7.814000000000654E-4
1993-23,-7.814000000000654E-4
1995-31,-0.009374800000000062
2001-13,-0.012000000000000099
2003-13,0.016999999999999994
2007-42,0.0259999999999998
1996-29,-0.023437599999999927
