week,avg(change)
1984-12,0.0
1988-17,-3.905999999999965E-4
1993-5,-0.23906259999999988
1994-36,0.007812500000000056
1998-51,-0.09218759999999993
1999-1,0.10781259999999993
2004-4,0.3193750000000004
2007-4,0.4227499999999999
2008-18,-0.053500199999999866
2008-6,-0.584
2011-15,0.04899959999999979
2017-17,-0.06799919999999986
2018-16,-0.14799980000000232
2018-37,-0.5159989999999965
