week,avg(change)
1981-24,-0.0011718000000000006
1982-25,0.0
1988-49,0.0
1992-41,0.0031249999999999113
1994-28,-0.003125200000000028
1994-4,0.05156239999999999
2000-47,0.0019530000000000936
2002-18,0.016249999999999785
2004-30,-0.05450000000000017
2005-40,0.0952499999999997
2006-43,0.0379999999999999
