week,avg(change)
1983-33,3.906000000000076E-4
1989-52,0.0
1991-17,-0.002343800000000007
1995-19,0.0023439999999999017
1996-17,0.007812400000000075
2003-10,0.5529999999999997
2006-16,-0.003249999999999531
